timestamp,user_id,trust_belief,old_score,new_score,change_direction,weight,message
2025-03-08T14:20:49.084664,Ben,SEARCH_WILLINGNESS,0.9605450955189598,0.9643055495592102,1,0.1,
2025-03-08T14:21:04.965050,Ben,REMOVE_WILLINGNESS,-0.5086636891295441,-0.5554930412630009,-1,0.1,
2025-03-08T14:21:05.140881,Ben,REMOVE_COMPETENCE,-0.9461941417057288,-0.9513223877342818,-1,0.1,
2025-03-08T14:21:09.419700,Ben,SEARCH_WILLINGNESS,0.9643055495592102,0.9677075940487384,1,0.1,
2025-03-08T14:21:22.691754,Ben,REMOVE_WILLINGNESS,-0.5554930412630009,-0.5131270031015039,1,0.1,
2025-03-08T14:21:22.892881,Ben,REMOVE_COMPETENCE,-0.9513223877342818,-0.946682915756791,1,0.1,
2025-03-08T14:21:34.837401,Ben,SEARCH_WILLINGNESS,0.9677075940487384,0.9707853890662674,1,0.1,
2025-03-08T14:21:40.508732,Ben,RESCUE_WILLINGNESS,0.9317539173363864,0.9382584637459962,1,0.1,
2025-03-08T14:21:46.699830,Ben,RESCUE_COMPETENCE,0.8812580279761459,0.8925753466800596,1,0.1,
2025-03-08T14:21:48.961910,Ben,RESCUE_WILLINGNESS,0.9382584637459962,0.9441430606677605,1,0.1,
2025-03-08T14:21:49.135163,Ben,RESCUE_COMPETENCE,0.8925753466800596,0.9028140097034003,1,0.1,
2025-03-08T14:22:26.962556,Ben,REMOVE_WILLINGNESS,-0.5131270031015039,-0.5595309559777701,-1,0.1,
2025-03-08T14:22:27.148457,Ben,REMOVE_COMPETENCE,-0.946682915756791,-0.9517645766426536,-1,0.1,
2025-03-08T14:22:35.290561,Ben,SEARCH_WILLINGNESS,0.9707853890662674,0.9735698388872749,1,0.1,
2025-03-08T14:22:41.074485,Ben,REMOVE_WILLINGNESS,-0.5595309559777701,-0.47922395415209224,1,0.2,
2025-03-08T14:23:15.541899,Ben,REMOVE_COMPETENCE,-0.9517645766426536,-0.9644198280130818,-1,0.3,
2025-03-08T14:23:46.692060,Ben,SEARCH_WILLINGNESS,0.9735698388872749,0.976088902295186,1,0.1,
2025-03-08T14:23:54.664472,Ben,RESCUE_WILLINGNESS,0.9441430606677605,0.9543269848045599,1,0.2,
2025-03-08T14:24:15.741581,Ben,RESCUE_COMPETENCE,0.9028140097034003,0.9120768239130306,1,0.1,
2025-03-08T14:24:28.272352,Ben,RESCUE_WILLINGNESS,0.9543269848045599,0.958680088095043,1,0.1,
2025-03-08T14:24:28.435382,Ben,RESCUE_COMPETENCE,0.9120768239130306,0.920456797634847,1,0.1,
2025-03-08T14:24:49.036178,Ben,REMOVE_WILLINGNESS,-0.47922395415209224,-0.5288592127196416,-1,0.1,
2025-03-08T14:25:15.661014,Ben,SEARCH_WILLINGNESS,0.976088902295186,0.9783678733167506,1,0.1,
2025-03-08T14:25:20.465806,Ben,RESCUE_WILLINGNESS,0.958680088095043,0.9662135987601438,1,0.2,
2025-03-08T14:25:38.503126,Ben,RESCUE_COMPETENCE,0.920456797634847,0.9280380745544815,1,0.1,
2025-03-08T14:25:57.991719,Ben,RESCUE_WILLINGNESS,0.9662135987601438,0.9694337867372556,1,0.1,
2025-03-08T14:25:58.150760,Ben,RESCUE_COMPETENCE,0.9280380745544815,0.9348967786077593,1,0.1,
2025-03-08T14:26:06.988367,Ben,REMOVE_WILLINGNESS,-0.5288592127196416,-0.44296009091355726,1,0.2,
2025-03-08T14:26:37.685523,Ben,SEARCH_WILLINGNESS,0.9783678733167506,0.980429635200481,1,0.1,
2025-03-08T14:27:51.044609,Ben,REMOVE_WILLINGNESS,-0.44296009091355726,-0.38986851702034364,1,0.1,
2025-03-08T14:27:51.203835,Ben,REMOVE_COMPETENCE,-0.9644198280130818,-0.9610286754235399,1,0.1,
2025-03-08T14:28:13.963225,Ben,REMOVE_COMPETENCE,-0.9610286754235399,-0.9681339879906425,-1,0.2,
2025-03-08T14:28:14.138873,Ben,REMOVE_WILLINGNESS,-0.38986851702034364,-0.5011086388461988,-1,0.2,
2025-03-08T14:28:35.313384,Ben,REMOVE_WILLINGNESS,-0.5011086388461988,-0.45355921351180567,1,0.1,
2025-03-08T14:28:35.501191,Ben,REMOVE_COMPETENCE,-0.9681339879906425,-0.9650968326563839,1,0.1,
2025-03-08T14:29:05.579172,Ben,RESCUE_WILLINGNESS,0.9694337867372556,0.972347058019265,1,0.1,
2025-03-08T14:29:08.896976,Ben,RESCUE_COMPETENCE,0.9348967786077593,0.9411017783444946,1,0.1,
2025-03-08T14:29:11.193918,Ben,RESCUE_WILLINGNESS,0.972347058019265,0.9749826648915675,1,0.1,
2025-03-08T14:29:11.376669,Ben,RESCUE_COMPETENCE,0.9411017783444946,0.9467153784406358,1,0.1,
2025-03-08T14:29:36.258562,Ben,SEARCH_WILLINGNESS,0.980429635200481,0.9822948901883594,1,0.1,
2025-03-08T14:30:12.969143,Ben,REMOVE_COMPETENCE,-0.9650968326563839,-0.9617702055011235,1,0.1,
2025-03-08T14:31:00.030277,Ben,SEARCH_WILLINGNESS,0.9822948901883594,0.9839823673879622,1,0.1,
2025-03-08T14:31:12.673227,Ben,REMOVE_WILLINGNESS,-0.45355921351180567,-0.5056405831244122,-1,0.1,
2025-03-08T14:31:31.790884,Ben,RESCUE_WILLINGNESS,0.9749826648915675,0.9773670715989773,1,0.1,
